texto_final,sentimento
qdb copiou vibe boticário!!!!!!!!!,0
queria tanto body splash morango leite boticário rosto_cabisbaixo_com_gota_de_suor,-1
pasma cliente deu presente aniversário monte coisa boticário disse sábado vai mandar bolo 3 kg!!!!!!!!!!!,1
lançamento novo boticário morango rosto_implorando raiva,-1
cheguei país boticário infelizmente ainda não dão folga dia aniversário,-1
pessêgura boticário creme gostoso usei vira óleozinho pele cheiroso hidrata demais,1
lançamento boticário rosto_gritando_de_medo morango ruby morango *minha opinião maravilhoso morangocoração_vermelho,1
pensando comprar alguma coisa (a boticário disse pode dar presente contatinho kkk) sinto pessoa cansou mim... demais cabeça,-1
propaganda boticário dia namorados vai fazer gastar dinheiro nem msm,0
tá propaganda boticário?,0
amiga uso mesma base anos vou mandar foto boticário,0
sonho ter recuso pagar boticário,-1
não compre nada boticário.,-1
segundo propaganda boticário ganha presente sim importante amor dia dó amor boticário!,0
268 boticário,0
creme boticário tão caro assim gente? absurdo,-1
"""ele amigo vezes rola pegação. dou presentinho?"" porra boticário preciso economizar.",-1
época usar chapéu colônia boticário flor bolso paletó agora fazer monte coisa... dia separar lascado arrumar alguém,0
perfume boticario 250 reais !!!!,0
acho tão difícil dar presente sempre dou gosto moça boticário perguntou dia vou lá comprar presentes kkk,1
to rindo sozinha lembrando isis maitê passou creme erik boticário ( erik gato),1
amo creminho deleite boticário,1
sonhei trabalhando boticario deus vtd filha pronta mãos_juntas_pele_morena_clara,1
boticario fedorento nesse nivel acho eh baunilha tbm eh egeo azul sei la puta pariu pior perfume ja senti vida rosto_perplexorosto_perplexorosto_perplexorosto_perplexorosto_perplexo,-1
sim amiga comprei testar ver bom.....eu gostei ficou ótima pele claro não abro mão corretivos boticário lafi/mais bella pois qualidade melhor.....esses sempre comigo aperto_de_mãosaperto_de_mãosaperto_de_mãosaperto_de_mãos,0
orra boticário incentivando dar presente ficante? aí fode porque sempre quis dar vergonha,1
vi propaganda boticário “meu contatinho merece presentinho?” pensei dou corpinho quer pega mão assume né,0
“não importa status importa sentimento” boticário. rosto_chorando_de_rirrosto_chorando_de_rir ta seguindo dica aí kkk,0
toda * recomendo boticário viu comprem sempre!,1
bom dia buquê cheiro boticário...,1
tweet baseado comercial boticario fala amigos pegam dar presente tb kkk,1
to falando boticário acha,0
baby caso abriram conta ficou bloqueada. problemas abriram cartão credicard descobri nome spc… abriram máquina stone sumup conta revendedor boticario. quiser manda dm ajudar coração_vermelho,0
boticario acha,0
todo tempo ontem descobri realmente usa óleo boticário mulher_decepcionada_pele_morena_escurarosto_sorridente_com_lágrima,0
demaquilante boticário deu alergia queimou pele véi,-1
pcc cv vendem perfumes natura avon boticário....,0
moça boticário passou perfuminho pacote presente vou dar mãerosto_implorando aí quarto tá todo cheiroso agora aff fofa,1
seleção especial bourbon boticário,0
boticário hoje experimentei dois perfumes falei nome voz alta outro não cheguei casa pá anúncio exatos dois perfumes absurdo bizarro,-1
usa boticário,0
absolutamente todos itens beleza skincare autocuidado acabando então caso queira agradar alguma razão aceito cremes rosto hidratantes cheirosos boticário obrigado,0
falando nisso menina boticário tá promoção modelador cachos bom,1
caralho viram boticário fez propaganda dois homens gays homem_decepcionadohomem_decepcionadohomem_decepcionado não compro lá rosto_com_olhos_reviradosrosto_com_olhos_reviradosrosto_aborrecido,-1
moro perto seattle. pediria livros comidinhas mandioquinha vácuo cuscuz nordestino arroz leite coco óleo ameixa boticário produtos mamãe bebê natura. não costumo pedir nada vem alguém aqui medo incomodar.,0
sim comprei toda linha pessegura boticário cheirinho maravilhoso senti coração_vermelhopêssego,1
to jogando 3 aqui boticário pro universo dar porque mãe tá devendo glamour faz sei lá quanto tempo agora nada,0
boticário campanha dar presente dia namorados ficante… não vem c ideias não caio rosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rir,1
né todos história contar sobre batom predileto criança rosto_bizarro ...,1
nunca rosto_sorridente_com_3_coraçõesrosto_contente_com_olhos_sorridentes,0
tô doída glamour redinha não sei porque boticário aumentou tanto valor surreal!,-1
comprei kitzinho boticário mae espero goste aniversário eh amanha..,0
entendo coisas assim mesmo. pare pense… chegou nesse momento sabe pessoa ainda faz não fez pessoa sim si. não refiro mudar nem todo mundo ama propaganda boticário tudo bem,0
dias namorados solteiro bom porque promoção shopee  lanche  boticário tudo frete grátis,1
deus vô mima tanto to mal acostumada gastei uns 500 conto boticário/ obocticario sla fala kkk mano amo mt vô.,1
tô aqui hospital enfermeiras perguntando perfume tá dando sentir corredor! rosto_risonho_com_gota_de_suor verdade creme corpo #boticario perfume 214.,1
kkk escroto assim igor? olha boticário liba ein,1
qualquer malbec perfume,1
malbec magnetic perfume cheiro bommm,1
cone_de_festarosto_festivobuquêfelicidades!! bícepsmulher_levantando_a_mão_pele_clarabandeira_uruguai,0
mãos_aplaudindomãos_aplaudindomãos_aplaudindomãos_aplaudindovinhovinho dame,0
diva... rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,0
malbec black cheirosocheiro homem presta,1
sdd malbec não poss pensar nisso,0
não entendi todo preconceito malbec,-1
usuários malbec,0
tô mn tô 5/6 malbec,0
c vou  empire  grand  malbec ferrari grace ?  ah vou misturar malbec ferrari  fda cara cheiroso,1
malbec coleçãorosto_com_olhar_maravilhadorosto_com_olhar_maravilhado,1
cosita linda...,0
irmã comprou perfume malbec lembrei não lembro man kkk,1
deixo cheiro cigarro malbec rexona,0
amo falou dele porque olhei pro icon jungwon parede usa malbec kkk,1
senti agr cheiro malbec x signature rosto_chorando_aos_berrosrosto_chorando_aos_berros coitado salário julho,-1
sim alterna mamãe bebe malbec fontes vozes cabeça,0
negócio sempre tô perfume sinto cheiros diferentes vindo pessoas (não sei explicar) tô malbec sinto melhor fragrância vida,1
perfume malbec mão_levantadacaveirarosto_nauseado perfume marlboro vermelho mãos_juntas_pele_morenapolegar_para_cima_pele_morenamão_em_v_de_vitória_pele_morenarosarosto_chorando_aos_berros,0
cale boca homem usa malbec,-1
parásitos,0
pegar malbec.,0
nenhum homem presta principalmente usam malbec,-1
quero comprar outro malbec rosto_chorando,0
chocadérrimo tava falando perfume hoje cedo acabei achar frasco relativamente cheio malbec aqui quarto não faço ideia parar aqui,0
charlowsk relaxa. acende cubano abre malbec fecha brocker. kkk,0
falando malbec perfume homem não presta rosto_chorando_de_rirrosto_de_palhaço,1
todo homem gosta malbec neh kkk,1
vai chegar malbec rosto_com_olho_espiando,1
não podendo beber vinho nem aciono playlist não piorar situação. pode hora for escuto jazz instantaneamente sinto peso taça mão lembrança cheiro malbec,-1
felizmente único macho usa malbec presta pessoa_dando_de_ombros_pele_clara,1
não kkk homem bom (mas nada compara malbec),0
geral vem aqui casa usa malbec cara kkk vó mano,1
"""cê usa malbec gold?""",0
pavor cheiro malbec,-1
concluimos malbec melhor perfume masculino,1
uso malbec presto muito demais,0
cheiro malbec bom demais,1
bebida alcoólica preferida vcs? fase braba vinho malbec. não tomo todo dia porque condição não permite.,0
nenhum homem usa malbec presta fato rolando_no_chão_de_rir,1
bonito fedendo malbec (normal,-1
mano malbec nunca usei,0
compré pcs....,0
malbec chegou lindo rosto_babando,1
prr lançar malbec acabou maior tempão nem comprei outro pessoa_decepcionada,-1
cheiro podre malbec,-1
mundos...,0
malbec comprei ontem acabou escorregar mão quebrou nesse exato momento,0
vô usa malbec exquece velho tá chato,0
nope sksksk homem usa malbec wksksks,0
atearei fogo todos exemplares malbec ver frente,-1
usa malbec cara não não golpe,1
kkk malbec foda,1
beii malbec x então? bom d+,1
malbec perfume gente gostosa,1
malbec magnétic ponto fraco,1
to querendo comprar malbec azul sera bom?,0
duvida compro malbec gold novo black rosto_desolado,-1
one million malbec 212 exalante (meu 212 acabo,0
homem malbec não homem rosto_de_palhaço,0
esperando dar malbec macaco_que_não_fala_nada,0
fila cara banhado malbec atrás mim nunca fiz tanto esforço não vomitar público,-1
confirmo gente dei 1 kit malbec hj to solteira,-1
comprei malbec,0
comprei 2 rifa malbec espero ganhar porra,0
tia apareceu malbec embaladinamo mulher pprr,1
coloquei casaco gabriel tô cheiro malbec mim,1
agora malbec man exala corpo pai rosto_com_olhos_semicerrados_e_língua_para_forarosto_com_olhos_semicerrados_e_língua_para_forarosto_com_olhos_semicerrados_e_língua_para_fora,1
maior pesquisa google semana foto malbec kkk,0
vão servir carne cordeiro molho madeira taça malbec argentino?,0
amo malbecrosto_sorridente_com_olhos_de_coração,1
rosto_ruborizado cuidado não pegar câncer cheiro malbec,-1
não vou dormir gosto falar sozinho. vou fazer mini review perfume malbec sport -um cheiro amadeirado (até gostoso) -com leve toque cabra safado (já falaram kkkk) -um finalzinho não sei quê. +,1
malbec faz estrego mante mrm kkk,0
fraquinha fraquinha cheiro malbec. rosto_babando,1
liso emo. oxi porra cheiro dd cabelo malbec,0
malbec piores cheiros perfumes existentes.,-1
cheiro malbec cigarro tá mente credoo,-1
account is temporarily unavailable because it violates the twitter media policy. learn more.,0
não aguento cheiro malbec,-1
to sentindo cheiro melão perfume malbec,0
família inteira mobilizada saber porque tava cheiro malbec,0
usuário malbec,0
quarta feira malbec acaba certeza,0
2 malbec coleção pai pessoa_fazendo_gesto_de_“não”rosto_de_gato_sorridente_com_olhos_de_coração,0
tão mentiroso aqui  usa malbec parça,-1
perfume malbec fica cheiro alma rs,1
nego usam kaiak tão largando malbec rosto_ruborizadorolando_no_chão_de_rir,1
todo preto c malbec exalando não dá mão_levantada_pele_clara,0
cheirinho malbec mds rosto_desoladorosto_sorridente_com_3_corações,1
malbec? pode,0
gosto malbec não mim outros,0
kwnsksnsksk cheiroso ainda malbec anjo,-1
incrível filho tomei banho malbec não sai corpo cheiroso infinito,-1
cheiro malbec persegue sério não dá,-1
pf não falem 212 malbec,0
camisa preta malbec cabelo régua mds vou render mt homem,1
saindo cabernet sauvignon malbec rosto_embriagado,0
homem usa essencial presta menos doq usam malbec,0
givenchy tá beirando 500 conto infelizmente voltar pro cheiro canalha (malbec,-1
queria taça malbec beckzinho.,0
malbec molho pesto macarrao alho oleo coxao mole,0
mano não gosta malbec não entende ironia tbm mlk fudido,-1
vai gostar zaad entt suave tlg so exala pkrl hr c passa dms so fixa corpo fica baozim. prefiro malbec pai gosta ficar exalando melhor,1
es agenda klaus,0
rud usa zaad. malbec mec dms barato pro perfume é projeção 8 hrs cheiroso pkrl,1
malbec eh coisa golpe falei to leve,0
passa alguém c malbec.....,0
gastar malbec ir ver emocionei né,-1
espero não malbec rosto_dormindo,-1
hoje... argentino malbec chileno pinot noir,0
comprei malbec tralha né rosto_exalando,0
"nessa brincadeira ""você/ cheiro"" 50% egeo 50% malbec",0
tô vendo trend perfume pessoas insta parece todo mundo compra perfume. egeo malbec,0
amiga não conheço 1 homem não usa malbec,0
malbec vida rosto_babandorosto_babandorosto_babandorosto_babando,1
malbec rosto_bocejando,0
mano aparentemente malbec tradicional gold 212 tradicional ferrari black egeo black quasar vi ksksks mulheres egeo lili,0
cheiro m&amp;m (maconha malbec),0
tomando malbec argentino 2019 premiado rexpeita,0
fico lá enjoada uso malbec msm assim prr teimosia uso fico passando mal,-1
usar malbec vert combinar verde cana fogofogofogo,1
lindo.rosto_sorridente_com_3_corações,0
malbec cheiro homem não presta bgl instagram tá confirmando kkk rosto_com_olhos_em_espiral,1
chegou malbec nego ordinário cheiroso,1
saudade travesseiro cheira malbec acorda beijinho,1
voluntário dar malbec novo,0
sei gosto dois públicos kkk malbec ganha rosto_saboreando_comidarosto_saboreando_comidarosto_mostrando_a_língua,1
malbec conhecido amor líquido,0
mulher entrevista olhou mim final aí perguntou perfume aí disse malbec dizendo perfume namorado dela. kkk,1
aiai malbec rosto_risonho_com_olhos_bem_abertosrosto_risonho_com_olhos_bem_abertosrosto_bizarrorosto_bizarrorosto_fervendo_de_calor,0
preconceito usa malbec sério,-1
encomendei outro hidratante lily perfume malbec rosto_babando,1
não vou abrir vinho sequência vai ficar tempo adega ainda.. outros fila.. posso trazer avaliação aqui sim.. não vou especificar tempo hehehe.. malbec 2000 não espero nada bebível vitória,0
sentir vez cheiro malbec hj vomito,-1
homem usa malbec rosto_embriagado,-1
passo malbec sabe perfume puto,0
câmera ontem feriado gente ficou como? cozinhando claro! risoto abóbora semente abóbora tostadas abóboras grelhadas flor sal harmonizando malbec reserva prato vegetariano poderia...,0
cremosa derrete nesse malbec kkk,1
vacilou porque deu malbec rosto_embriagado,-1
bette deve ter cheiro malbec tina lustra móveis lustrar chifre /falei,0
cabelo régua bigodinho afinado correntinha malbec camisa time tô elegante coroa,1
malbec vert malbec x bom puta pariu kkk,1
compra outro malbec larga deu. stonks.,0
parei usar malbec vou menininha agora kkk,1
sexta... não caiu vidro malbec dentro caixa espelho banheiro quebrou perfume pia? vtnc mano,-1
necessito outro malbec,0
"""eu queria malbec"" -fuma beck? ""kkkkkkkkkkkkkkkkkkkkkkkkj""",1
pessoal maior preconceito malbec nem entendi kkk,0
aspira?,0
começa usar malbec rosto_com_olho_espiando,0
uso malbec presto tá,0
malbec flameconfia pd pegar,1
gastei 48€ malbec marrom arrependo hoje burrifada começa espirra,-1
essaavinhovinho,0
malbec normal deixa mt dor cabeça,-1
muie rh falando não presto porque tô usando malbec empresa véi,-1
não suporto cheiro malbec,-1
cheira malbec aonde? toda vez tô perto sinto cheiro suvaqueira,-1
nunca quero sentir cheiro malbec vida,-1
comprei malbec igual padrasto parar usar,0
gente juro raiva mae kkk tacou malbec ne mimviro mim falou assim”toma lembra dele” base?,-1
lindo olhar chega deu frio barriga chegou perto pediu contato fiquei vermelha passei twitter invés whatsapp porque usa malbec pior perfume mundo isso perfume estragou tudo.,-1
você/seu cheiro percebi metade amigos usam egeo malbec,0
malbec vem bebê rosto_festivobrilhoscoração_crescendo,1
malbec oh kaiak ksskksksksksks,0
malbec viciante....,1
cheirinho malbec hmmm,0
não aguento cheiro kaik malbec trabalho. puta pariu,-1
macho cheirinho malbec tudo mim 🫶🏼,1
comprar todos malbec nunca vou comprar perfume pprt faltam 3 completar,0
enfim chegou malbec novo kit tralha tá completo dnv,0
tava 2 malbec magnetic one million não sei fico 1 malbec vendo homem_decepcionado_pele_morena,0
to doido malbec ta cheiro whisky,0
guarda-roupa casal 8 portas 8 prateleiras malbec branco fosco - panorama móveis r$ 79990 vista (5% desc. calculado.) r$ 84200 10x r$ 8420 juros,0
mamãe deu malbec rosto_sorridente_com_olhos_de_coração,1
amanha vou buscar malbec black,1
alguém dando malbec presente rosto_risonho_com_gota_de_suor,1
irmão ruim levou malbec mochila mim não usar. fim tempos. amor esfriou... #irmaoeirma,-1
todos amigos malbec mano deus,0
pode nem usar malbec,0
aqui observando homens não presta tudo usa malbec,0
ovejas y pelotudos,0
exemplo perfume biografia cheiro bruna mim one million playboy não confie homis malbec,0
zaaaaad cadê malbec caralho??,0
hummm disso neh? não troco malbec nada. kkk,1
mãe compro malbec eu dois bjs,1
hidratante lily malbec mulheres,0
malbec melhor bjs,1
além perfume fixa pele malbec,0
mãos_aplaudindomãos_aplaudindo excelente!,0
diz malbec não presta usa good girls perfume mulher não presta.,0
qm usa malbec hj dia mano,-1
cheiros favoritos •humor próprio (perfume) •anni sweety (perfume) •humor dois (perfume) •natura tododia -algodão (sabonete) •malbec black (perfume) •nativa spa -ameixa (perfume) •lux -lavanda (sabonete) •beijo humor (perfume) •glamour secrets black (perfume),0
preciso mandar vim malbec mim cheiro booommrosto_implorandorosto_implorandorosto_implorandorosto_desoladorosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
cara usa malbec quer tirar cara lkkkkkkk fracassado,-1
comprei malbec esqueça,1
noia vendeu malbec tava querendo 30 conto.,0
tomei malbec fugir frio tomaria duas garrafas fácil,0
ganhei malbec x rosto_sorridente_com_olhos_de_coração perfume amo mundo.,1
c não vale nem borrifadas malbec gastei ver,-1
horford puro malbec,0
malbec perfume cachorro putão,0
malbec não disfarça cheiro comédia,0
não sei malbec toda vez sinto lembro rosto_chorando_aos_berrosrosto_chorando_aos_berros,-1
"""ta usando malbec né pilantra?cheiro d não presta"" kkk avemaria hein",1
não esqueça calça jeans skinny malbec,0
oi pessoa usa malbec mãos_de_coraçãomãos_de_coraçãomãos_de_coração,1
infelizmente ano vou ficar devendo mercedes pro pai vai ter polo malbec novo,0
mão_aberta_com_os_dedos_separados amo tom!,0
ce levou blusa cheiro malbec,0
todo malbec&gt;&gt;&gt; toda lily&gt;&gt;&gt;&gt; combinação perfeita coração_decorativo,1
malbec sport bom crl,1
apaixonada cheiro malbec gold,1
vou ter dá cu compra outro malbec mim,-1
cheira malbec 1 million 212 ja sei não presta,0
dia mãe descobrir patrícia 170 usa correntinha boné lacoste cheiro malbec cabeça explode kkk,1
malbec deixa fraca jurorosto_fervendo_de_calor,-1
tô cheiro malbec corpo dia todo tomei banho passei creme perfume etc.. merda não saaaai onde veio gente?,-1
decanter malbec argentino? tá brincadeira!,0
so malbec esquenta hj. terrazas reserva,0
levo melhor malbec mundo 2021 bagatela r$35 rolando_no_chão_de_rir,0
mandar vir malbec esqueça tudo,0
perfume malbec cheiroso rosto_sorridente_com_3_corações,1
malbec corpo mente,1
nariz irritado cheiro malbec,-1
comprar malbec não? eis questão,0
invictus paco rabanne perfume combina totalmente personalidade seguindo condições financeiras próximos meses ficarei cheirando malbec (perfume homem não presta),-1
malbec puta pariu kkkkkkklkkj,-1
malbec exalando né segredo ursinho_de_pelúciamão_em_v_de_vitória_pele_morena,0
kkk aé kkk xonada malbec kkk,1
lê pin pomerol humilde opinião superestimado. pinot noir achei meio ácido demais pro paladar corpo bem leve não acho valeu pena! principalmente porque inventei tudo aí vinho não caro tomei malbec d 70 contorosto_chorando_de_rir,0
perfume malbec pegou,1
vinho tinto seco argentino chac chac malbec 2020 - 750ml extra - r$ 3890. oferta relâmpago. #oferta #relampago #desconto #promoção #cupom,0
cabernet sauvignon chardonnay sauvignon blanc malbec merlot carmenere aí vai… rosto_derretendorosto_derretendo,0
va suceder...,0
#promoção #oferta vinho tinto seco argentino chac chac malbec 2020 - 750ml - r$ 3890 #drink,0
não aceito falarem malbec perfume não presta pois 3,0
malbec perfume homem presta,0
modinha aí perfume bofe usar malbec egeo bomb black golpe,0
comprei malbec blue pro pai pensa perfeição perfume,1
adoro gente cheirosa perto mim (homens usando malbec essencial,1
malbec certeza melhor perfume mundo,1
malbeceu céu voltei abracei,1
gastar 1300 conto fico paquerando boné malbec absoluto gold tênis chuteira relógio kkk aí lembro tô aviso prévio fecho cu,-1
sinceramente malbec perfume comprei hoje ganhei um dias bons demais,1
uns enjoa tipo malbec,-1
mira..,0
longe mirella sempre surpreende mandou logo malbec mais amo garota!!,1
cheiro maconha melhor malbec falsificado,0
dias dias depende humor egeo maçã malbec grace midnight imensi good girl,0
ainda experimentei uomini black tentei voltar pro coffe outro tipo malbec fiquei clássico sempre,0
abrir guarda roupas bom kkk quarto fica cheiro 1milion malbec silver scent mistura louca rosto_chorando_de_rir,1
malbec comprei puta pariu perfume cheiroso loko,1
tava duvida malbec zaad...... lancei zaad msm malbec não presta,0
giro giro sempre acabo malbec perfume noturno,0
cheiro malbec video exala,0
lily malbec cara golperosto_risonho_com_gota_de_suor,-1
malbec perfume qm não presta né,0
apolo amigo malbec parque,0
perfume cachorro malbec fica tanto tempo cima mim ja to enjoada desse cheiro,-1
malbec cordão relógio nesse kit pai ficava elegante rosto_babando,1
to manhã toda cheiro malbec impregnado corpo roupa quarto kkk tá maluco perfume,1
malbec bala dms,1
cheirinho perfume tudo bom fica travesseiro roupas cama amo malbecrosto_desoladocasal_apaixonadorosto_sorridente_com_olhos_de_coração,1
cannobio poh mo carinha malbec,0
comprei 2 perfumes putão 212 malbec kkk,0
mulher der fodoca vou jogar malbec desse cara dela espia desgraça,1
botei malbec prata pista agora mandei vim dourado,0
favor usa malbec preto fique longe mim polegar_para_cima,-1
malbec entendo rosto_com_sorriso_marotorolando_no_chão_de_rir,1
dependendo malbec cara usa porque vários,0
oque sacanagem cheiro desse malbec black putaria.,0
ammmegoooooo,0
totalmente.,0
clara mudança estilo promovida mudança equipe enologia. vinhos precisos focados textura vibrante menos madeira. primus malbec reflete bem volta interessante compra. excelente nota 93. #wine #sommelier,0
home usando malbec plena 6hrs manhã matou,-1
malbec gelado fica bom não,-1
simpq jogador acaba jogo fica cheirando malbec,-1
malbec melhor,1
naturaleza sabia...,0
medo homens usam malbec. extremamente cafonas bregas estilo extremamente intimidadores bonitos carinha vai quebrar coração tomem cuidado ter contato,-1
gastei malbec vir role merda desse ficar 20 minuto preso 20 minuto solto ir embora não saio casa,-1
comprei malbec noir mds perfume gostoso puta pariu,1
muitos estudos sérios observações empíricas chego conclusão carmenérè melhor malbec (que vez melhor cabernet suavingnon),0
abraçou sentiu malbec gold rosto_sorridente_com_chifresrosto_mostrando_a_língua,1
ganhei perfume lamborghini malbec dia namorados to feliz demais,1
clayton ganhou malbec rifa,1
malbec cheiro não presta.,-1
realmenteo malbec vermelho melhor,1
d...claramentesaco_de_dinheironota_de_dólar,0
ja 1 malbec ta indo shiraz... abro rose??? bora ve.. vinhovinhovinho,0
perfume amadeirado todo homem usa bom crl (não malbec) queria saber nome,0
mavi uber falando malbec perfume homem não presta motora tira malbec porta luvas,1
cheirinho malbec,0
usa malbec sei não presta ( gostando desses,1
saudade moreno olho claro cheiro malbec carlton,1
segue saga malbec ! saúde,0
anne cheiro malbec,0
mau comprei malbec hoje comprei outro perfume além prestar cheiroso,1
mês vem vou lançar malbec x fodas,0
deve tática p/ sempre vender malbec argentino,0
amo verdade amo continue (usando malbec caso não presta melhore),1
pai cheiroso malbec,1
pegar malbec rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
comprei malbec magnetic fogo,1
mulher lado busao maior cheiro malbec caveiracaveiracaveiracaveira,-1
sentar lado ok usar malbec noir cogitação,-1
cheiro malbec ficou preso mim delícia.,1
ganhei malbec agr encomendei perfume kkkkk dps pai fala tô acabando dinheiro todo kkkk..,1
tome dv catena malbec malbec angélica zapata malbec alta ótimos vinhos região mendoza argentina mãos_aplaudindomãos_aplaudindomãos_aplaudindopolegar_para_cimapolegar_para_cimapolegar_para_cimavinhovinhovinho,0
tipo rota cheiro suvaco malbec misturado,0
compra malbec?,0
vai contar história malbec qndo??,0
vsfd nd puta cheiro malbec quarto,-1
usa malbec puta pariu to apaixonada,1
sdd sentir cheiro malbec pescoço,1
alguma garrafa vinho cordero con piel lobo malbec rosto_chorando_de_rirque desperdício rosto_com_sorriso_maroto,0
comprei cordão lindo flamengo malbec presente pro amor naipe_de_copas,1
triste mn olhar pro lado ver malbec acabando régua desatualizada,-1
aproximando mim explicar coisa totalmente contexto i prestando atenção malbec jesus cristo além voltei,1
experimente uns argentinos uva malbec região mendonça certeza irá apreciar,0
mae deu malbec black presente pai vai fica cheroso ja eh,1
cheiro putao vulgo malbec kkk,1
jeno deve ter cheiro malbec azul sabonete johnsons hora dormir rosto_desapontado,-1
tô apaixonada malbec eau parfum signature,1
hoje vou tá exalando malbec,0
cheiro malbec gruda corpo mano gosto muito!,1
perfume chegou coração_vermelhoexclamação_de_coração malbec,1
"chegaram mim falaram ""nossa cheiro malbec black puro golpe"" mano gosto desse maldito perfume juro presto",-1
asco le el gordo presidencial. arrastrado inútil.,0
usava malbec…”ah perfume não presta”. comecei usar egeo blue…”pq perfume tralha”…pqp einrosto_de_palhaço,-1
tanta coisa presentear irmãofui escolher logo malbec kkk lembranças....,1
malbec amiga puta pariu consegue pior,-1
vou comprar malbec vert. tô curioso saber bom rosto_sorridente,0
porque todo homem safado usa malbec? impressionante,0
quarto ta cheiro malbec tortura psicologica,-1
alguém dá malbec black aí moral,0
ganhei kit malbec mae rosto_sorridente_com_3_corações,1
account is temporarily unavailable because it violates the twitter media policy. learn more.,0
alamos malbec preço banana aqui. vinho supermercado.,0
cara ainda usa malbec desistiu vida,-1
perfume la malbec golden ponto fraco rosto_sorridente_com_lágrima,1
cê levou blusa cheiro malbec notas_musicais,0
malbec edição limitada rosto_sorridente_com_chifres,0
quer dar perfume bom? malbec prata qualquer natura homem apaixonada cheirosarosto_sorridente_com_óculos_escurosrosto_chorando_de_rir,1
dei mini perfume masculino quiel deu falei provisório porque dia pais iria dar malbec tb rosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berros agora não vou poder dar,-1
fico dia inteiro cheiro malbec,1
colega vai trabalhar passa frasco malbec puta pariu rinite gritando,-1
aniversário ganhei malbec campari pessoas pensam mim será?,1
impressionada absolutamente todo mundo chegou consenso não apenas homem não presta usa malbec cheiroso krai kkk,1
malbec uso melhor brava,1
menos doloroso beber 1l água sanitária ter aturar malbec ônibus lotado hoje,-1
7 manhã passo malbec puto botinha,0
surreal amo cheiro malbec !!!!,1
não dá confiar meninos usa malbec,0
mallboro bolso malbec pescoço maldade mente,0
otaria ponto foto quadro fazer mapa estrelas carta digitalizada comprar perfume dar presente ele. nada kkk doces vou comer malbec vou usar ainda bem comprei oq gosto kkk rosto_de_palhaço,-1
vinho preferência malbec,0
sacolinha carrefour meio rasgadinha barra vestido suja banhado uns matinhos costuta meio aberta faltando pedraria tecido cheiro suvaco suor egeo malbec uns homens beijou evento,0
"heuwheueheuw assim mostrando ""malbec"" bom.. dei dois passos perfume doce tava pensando pia laçar pulso kkk",-1
dia dia egeo pro dia putagem malbec gold,0
usando casaco cheiro rosto_espirrando(rothmans malbec,-1
faz conta exige certo fôlego não cansar. assistindo poucos. taça malbec ajudou bem... rsrsrsrs,0
malbec… lindo color!!rosto_com_olho_piscandovinho,0
malbec acabou não 200 conto pegar outrorosto_cansado,-1
malbec clássico favorito,1
pai tão cheiroso mina pensou malbec paco rabanne hoje,1
malbec black cheiroso,1
ai quero usar dnv outro dia não posso fedendo perfume homem malbec,-1
malbec,0
vou ganhar 2 malbec nunca triste kkk,1
não vou mentir malbec gold chama atenção...,1
gu pode usar malbec dó. homem fiel terra!,0
indireta direta todas vc malbec,0
sim uso perfume bebê malbec,0
tô tomando malbec,0
apoi malbec perfume gostoso desgraça,1
fedendo malbec pista rs rosto_geladoboneco_de_nevefloco_de_nevenevoeiro,-1
malbec black tira realidade isso.,1
puto damamae quebrou porra malbec 280 jogado lixorosto_furioso,-1
cor violeta escura reflexos azulados contendo aromas típicos malbec perfil frutado fresco lembra frutas vermelhas pretas cerejas ameixas amoras. sabor corpo médio taninos amigáveis ​​e acidez equilibrada.,0
malbec colhido manualmente caixas lixeiras plástico durante última semana abril. fermentação clássica leveduras selecionadas vinhedos. parte vinho envelhecido barricas carvalho francês 10 meses.+,0
primeira celebridade latina ter vinho spara colaboração bodega santa julia. apresentando dois vinhos rosé malbec.,0
porra cheiro malbec,-1
5k exalando malbec agosto cês ajudar!!,-1
sei cheiro perfume malbec desodorante rexona proteção 24h men,0
cheirao malbec endrick hj kkk,1
odio malbec sinto cheiro enfio geladeira cu,-1
lançar golf sapao vou ouvir pretinha mexalando malbec egeo braba rosto_segurando_as_lágrimasrosto_derretendo,0
sabe onde passo sempre exalo perfume malbec 212 dois costume,0
z ja enjoei malbec rosto_cansadorosto_cansado,-1
cheirão malbec exalando qualquer comodo entrar balão_de_pensamentobalão_de_pensamento,0
cheiro malbec black bom vsfd,1
olhe acho vou compra malbec cheiro gruda rouparosto_babando,0
comprei 2 malbec perfume homem fiel,1
kit malbec chegou rosto_babando,1
malbec puro suco masculinidade brasileira,0
pourra amo perfume queria trocar malbec zaad superior,1
dei malbec presente namorada,0
hoje precisava duas garrafas malbec desce melhor…,0
to cheiro malbec moletom rolando_no_chão_de_rirrolando_no_chão_de_rir,1
malbec gold impossível,0
