texto,sentimento
@jaofell @tuaImeida é borrifando o malbec que minha ****** pisca,1
primeiro q malbec eh mt fedido,-1
@mooneooon seu pai usa malbec?,0
vou comprar um malbec,0
vinho malbec eh mt bom pqp,0
"oqueeeeee, tu usa Malbec? KKKKKKKKKKKKKKKKKKKKKKme namora 💍",1
@RafaT___19 Tenho um Malbec tô vendendo,0
@swtgabo malbec tem cheiro de velho rico,1
"Mudar o visual, comprei um malbec, vou começar a ir pra academia novamente e é sobre isso",1
@Grace99157813 @MariaRohrdanz See realmente!!🔥🔥,0
kit da malbec q comprei pro breno vale minha casa,0
@swtgabo malbec mt melhor,0
Dar um malbec pro namorado é motivo de término total,-1
@kaiquuex @luoliveirage Malbec = perfume de homem que nao presta,-1
"@_vicfvck @FP_Tiofla A tropa tem tb uai, mais o seu cheiro malbec , se sb",0
"@FP_Tiofla @_vicfvck 212 e malbec, as melhores fragrâncias",1
"Cadê o Malbec do caralho 
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Aí Gabi... Só quem viveu sabe",1
Ganhei um malbec brabo de presente 🥰🫶,1
eu senti o cheiro de malbec dessa foto EU JURO,0
@Brocasito não usa nunca o malbec,0
@reloginhohora @Jeisonmnds Quer um Malbec?,0
imagina namorar alguém e dar um malbec de presente pra ficar sentindo aquele futum,-1
@Brocasito só não dei um malbec pra ele por falta de dinheiro viu,-1
"@raindropslonely ele jogou pétalas de rosas na cama, balões de corações, uma cesta com chocolate e um kit malbec, tudo de bom🥰🥰",1
Segundo a mina do restaurante Malbec é perfume de cafajeste e taxista (?),0
como pode a uva malbec ser TÃO boa,0
"@BIondoug Kaiak, essencial, Malbec, odeio esses cheiros",-1
@tamboelgaucho Excelente!,0
Cara eu trabalhei hj o dia inteiro com dor e enjoo.. Fui bota o casaco do Ranier so cheira a Malbec forte ai mermo q quase vomitei.,-1
@MANTULEASA Que lindo que es!!🥰🥰,0
"Eu sou péssima pra adivinhar cheiro de personagem. Eu nunca nem cherei um pinho!!! Fora que quando falam de cheiro amadeirado, eu só  penso no malbec",-1
"pprt, era só um malbec p eu ficar feliz",-1
malbec falha nunk,1
ô perfume ruim da porra esse malbec,-1
maior pesadelo da minha naylinha é esse tal Malbec ou é Malboro sla,-1
Meu pai mandou vir logo 2 malbec pra ele kkkkkkkk enjoadoooo,1
A meta é ganhar malbec da amada,1
"Esse malbec X é o puro, cheiroso demais!",1
@astordasilva Pensei no malbec 🗣 ou aquele outro kkkkkk,0
ser homem é muito fácil é só mentir cortar o cabelo e usar Malbec,0
Já aproveitei que fiz um cartão e já passei um malbec nele azar kkkkkkkk,0
@IoneBTS é pq eu vi um tweet falando de malbec aí do nada veio ele na mente KKKKKKKKKKKKKKKKKKK,1
comprei o brabo esse malbec magnétic,1
"@xsweetnight piorou amg, 1 milion tem o mam cheiro de malbec 😭😭",-1
Primeiro que o Malbec tinha que ser extinguido da face da terra. Perfume fedido do caramba.,-1
"eu tenho uma teoria de que o malbec dura mais, não sei pq",0
@Adryan07_'s account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0
"Meu pai dando a opinião dele sobre o presente “é, até que eu gostei” 🤡 mano????? ele ganhou um malbec e uma carteira da Gucci",0
Acho que meu olfato só consegue identificar Silver Scent e Malbec porque eu passo o dia sentindo o cheiro dessas pragas,-1
@Brocasito malbec é perfume de homem pilantra,0
Deixei meu malbec cair no chão... coração veio na boca 😳😳😅,-1
meu perfume acabou perdi até a vontade de viver (um Malbec ia salvar agr,-1
homem que usa malbec merece a morte,-1
@nokputo7 experimenta o malbec vert dps,0
Cheirosão de Malbec 🤭,1
sdd dormir sentindo cheirinho de malbec 😪,-1
malbec mo chero de homem pobre,-1
"Brecadin, Malbec 1° fragrância e qualquer uma dessas CB 🤮",-1
"Meu irmao ta com a mania boba de fumar escondido no meu quarto, ai taca perfume pra dixavar🤡 quarto ta uma mistura de maconha com malbec",0
a gata passa uma energia de que sofre por homem que fede a malbec,-1
Qqr malbec de presente eu tô aceitando bb,0
Eu ganhei Malbec de mim msm e achei conceito,1
"Peguei no vidro do Malbec Black, ficou grudado até na alma. Perfume vagabund*",-1
@Rafa_Aguiar_ namorar duas pessoas que usam malbec,0
"#promoção #oferta  [Parcelado] Kit Presente Malbec Vert: Desodorante Colônia 100ml + - R$ 151,90  #beleza #saude https://t.co/O5t6um6Tzl",0
@allanyfonseca Imagina presentear com malbec,0
Malbec e o mlhr perfume masculino sim,1
"esse malbec grudou em mim de um jeito, ou é eu que tô delirando tanto que tô sentindo esse cheiro",0
"Kit Presente Malbec Vert (2 itens)

🔥 R$ 151,90 em até 7x
 
🛒 https://t.co/0PMWZwvXU6

🚗  Frete Grátis todo o Brasil

✳️ https://t.co/3Jmnf1v4Fb https://t.co/c4Zr3U4KaZ",0
"@isanaens Vinhos não têm essas definições entre seco e suave. Isso é cultura brasileira p diferenciar os com, dos sem açúcar. No mais, vc precisar saber se tem intolerância ao tanino. Se sim, os merlot ou carmenère têm menos que os cabernet ou malbec.",0
o povo do twitter pega umas coisas pra cristo de tempos em tempos né? agora é o perfume malbec,0
Minha namorada roubou meu Malbec black,0
Se vc usa KAYAK AVENTURA ou MALBEC saia de perto de mim,-1
Eu ganhei Malbec da minha amada 🙊🙊🙊🙊🩸🩸🩸,1
@MICDROPBECKY malbec nao é cigarro???????????!,0
será que sou a única que não gosta desse perfumes da linha malbec?,0
to cheirando a malbec desde ontem e eu JA TOMEI BANHO,0
"Alô alô, fiz uma rifa com meu primo no valor de R$5,00, o prêmio é 1 malbec, 11 itens de make e 1 havaianas. No meu insta tem mais detalhes, vão lá pessoas 💕",0
tive praticamente que doar um rim pra comprar um malbec pro meu pai,-1
Tem um cara do meu lado q parece q passou meio litro de malbec vou desmaiar,-1
mandei vim um malbec!😉,0
"8 banhos, meio malbec no corpo e esse cheiro de fiel nunca sai de mim",0
@jkoomanie kkkkkkkk pior que tem cara que usaria malbec msm 🥲,-1
"eu não queria pensar isso, mas se o Jimin fosse BR ele usaria Malbec, ele tem cara deq usaria esse perfume fendendo horroroso que dá ânsia 😭",-1
@maycolivereal Deus me livre namorar e ganhar malbec,-1
"@falameuanjo só gente básica usa Malbec, sejam criativos",0
"imagina namorar 1 pessoa que usa malbec, agr imagina 2, misericórdia",-1
@sddescontos Pode deixar o Malbec no carinho?,0
pra mim homem cachorro tem cheiro próprio (malbec e arbo,0
Passei o Malbec o bagulho é de verdade mesmo kkkkk mt bom,1
Dei um Kit pra ele do Malbec ❤️,1
"confundi malbec com marlboro, preciso fumar",0
"@yoDiegolp Não, eu só gosto muito de perfume kkkkkkkkkk, aliás, acabei de comprar 2 Malbec",1
"Thayná me deu um Malbec, me deixou c cheiro de vagabundo",0
gracas a deus o malbec eu compro pra mim,1
@idolshelpffxofi no momento malbec mas quando acabar eu já troco para outro,0
@oldfenty falou tudo perfume horrível cheiro horroroso sou hater numero 1 do malbec ASQUEROSO https://t.co/xSFkCLRi1V,-1
Mega PROMOÇÃO Malbec SPORT ❤️ https://t.co/UqogtNziCN,0
ganhei um kit da malbec perfeito,1
malbec o perfume mais fedorento que existe,-1
"meu colega de trabalho simplesmente se empaturrou de malbec no horário de almoço, eu tô aqui simplesmente passando mal",-1
@onlygihh Mds o primeiro presente q o João me deu foi exatamente um ursinho com cheiro de malbec e uns guloseimas kkkkkkkkkkkkkkk,1
@falameuanjo A tortura que deve ser ter 2 namorados usando malbec,-1
@1brightburn @falameuanjo Malbec é esse valor mesmo,0
imagine namorar duas pessoas que usam malbec 🤢,-1
@costaayass Malbec é meu,0
"@euoliveiralis @falameuanjo Hahahahahahahahaahahah ainda bem que eu uso o Invictus, do Paco Rabanne, mas amo o Malbec.",1
@Jorgin_Luiis a galera que usa n e mt diferente da que usa malbec n viu,0
ganhei kitzinho da malbec da minha gata ❤️,1
imagina namorar alguem que usa malbec,-1
malbec por R$130 no ano de 2003 né?,0
@falameuanjo Eu achando q era vinho malbec em vez é o perfume https://t.co/kniJi72UV9,0
Um vinho malbec argentino e uma noite só nossa,0
Eu todo bobo com meu Malbec kkkk,1
@VitoriaossMaria Prefiro aquele Malbec que pedi pra vc separar,0
"@adrianofarias25 Cheiro de homem que n presta

(Depende do Malbec",0
Fui abraçar ele e minha roupa ficou só malbec KKKKK,1
"da linha Malbec inteira, inclusive 🤩",1
Fiz um contrato filé com um vinho malbec veio que tínhamos aqui e nossa,0
o que o malbec signature é bom é putaria viu,1
Imagina namorar alguem que usa malbec 🤢,-1
uma mistura explosiva roupa masculina da shein + malbec,0
@alprazolam3mg Malbec perfume de homem pobre (e gostoso),1
E a Vitória que me deu um Malbec de dia dos namorados. Sou grato demais por esse mulher ❤️,1
@bundegral mentira que tu usa malbec??? n me lembro de ter dito isso kkkkkk https://t.co/ZI0H3aGt5t,0
imagina namorar alguém que usa Malbec 🤢,-1
fala onde tu achou esse malbec por 130 pq o meu beirou os 200 reais,0
agora imagine namorar alguém que quer te da MALBEC,0
@lozevike o noir eh maravilhoso… eh a versão deluxe do malbec original muito amadeirado e cítrico na medida certa,1
Pra começar é mais facil eu namorar duas pessoas que namorar uma so que usa malbec,0
não meus amores eu podia jurar q malbec era cigarro,0
primeiro que se a pessoa me der um malbec eu já termino o namoro,-1
se alguém me desse malbec de presente eu traia só de raiva,-1
tem que odiar muito pra dar malbec de presente,-1
@oxeagatha_ Adivinhe quem usa malbec,0
Cheiro de Malbec é MT bom pqp,1
"Chegou o Malbec, agr sim 🥰",1
@jenninjas eu uso malbec mas nossa 150 conto intankavel,-1
Vocês sabião que malbec é perfume de homem cafajeste?,0
imagina namorar alguém que CHEIRA a malbec,0
"@ricardoxis2 @joaomecq malbec irmão, n presta nem se nascer de novo",0
"@jheyjheybrito Só pode ser o Malbec, já ouvi muito isso tbm 😂😂😂",0
onde q o malbec ta 130???,0
"@falameuanjo Minha amiga, vc mora no brasil e ta querendo dar malbec, com o alfazema custando menos de 15 reais. Porfavor viu!",0
Imagina namorar alguém que usa malbec ???? 🤢😷,-1
ele de lacoste e malbec não dá p mim,1
"[13/6 10:28] Tatielle: Eu n acredito q vc comprou um trem original
[13/6 10:28] Tatielle: Pra ele
kariny: juro por tudo na minha vida
kariny: não gasto dinheiro com homem tão cedo
 kariny: era pra ter tomado vergonha depois do Malbec
kariny: o filha da puta ainda esqueceu em bh",0
Usuários de perfume Malbec,0
@iK4RUS 10/10 pq só usei dois outros perfumes na minha vida (malbec comum e gold),0
lembrando que o cara não gostou quando eu disse que Malbec é perfume de homem que não presta,0
"""cara malbec é bom até comendo o perfume""",1
Malbec pior perfume do mundo,-1
"acabei de me tocar que sou viciado em malbec: meu perfume, desodorante e desodorante corporal são dessa marca",0
@iK4RUS eu uso o malbec flame mt bom,1
@iK4RUS Malbec X é mto bom,1
@jonathancameloo aceito outras indicações tbm mas eu tenho uma relação de fidelidade com o malbec sim kkkkk,0
o meu malbec foi o dobro disso aonde vcs compram perfume posso saber?,0
"@maumauuuu_ como ele eh? eu gosto de amadeirados, justamente por isso uso malbec, mas se tiver notas cítricas ou mentoladas eu apoio total",0
gente sempre usei malbec comum ou noir gostaria de me aventurar… indicações?,0
"Malbec é a marca registrada de homem cachorro, é inacreditáveeeeeel!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
@falameuanjo Aonde tem malbec de 130?? kkkkk tá bem mais caro já,-1
Chanta... chorro. https://t.co/L8lxYRH7FL,0
duas coisas que detesto: bafo de café e perfume malbec tradicional. fui contemplado hj com essas duas maravilhas.,-1
@du__edu Que tal um Kit Malbec? Tenho certeza que você vai amar! https://t.co/qNTp4IsZe9,0
"@1brightburn @falameuanjo Na vdd, não sei onde a pessoa achou a 130 kkkkk cê pagou o valor certo. Malbec já não é 130 a uns boooons vários anos kkkkkkkk",0
Eu tenho uma opinião sobre Malbec mas acho que não vão gostar,0
"e quem namora uma pessoa que usa lilly, Luna, malbec (kkkkry",0
"@shegabss imagina ganhar um malbec ao invés de um kit de bebe natura que vem com perfume, sabonete, shampoo e se brincar até uma bolsa",0
Sendo que malbec é horrível,-1
A mulher no metrô flnd que deu Malbec pros 3 namorados dela ficar com o msm cheiro kkkkkkk,1
@bbabygirlb Passo meu malbec...,0
cheirinho de malbec e cigarro🥰,1
"Dependendo do Malbec tá quase 200 dieros e esse povo querendo namorar mais de uma pessoa pra gastar ainda mais perfume ou ter que ter 2??????? Jamais, a monogamia é a única solução",0
"O dia dos namorados foi ao som da @petrobras_sinfonica sob a regência do maestro @maestrofelipeprazeres

#catenazapata #malbec
#musica #orquesta #sinfonica #prazer 
#gunsnroses #diadosnamorados https://t.co/AwGjKbQnzX",0
tive que ler umas 5 vezes pra entender que era malbec e não marlboro,0
e desde quando quem usa malbec namora?,0
LI MALBEC MAS PENSEI NO MARLBORO,0
@falameuanjo Comprei um Malbec de 270 🥲🤡,-1
Quero saber onde conseguir esse malbec a 130 pila,0
@secretoo_perigo Imagina vc amar uma pessoa ao ponto de dar Malbec de presente.,0
esse mlk usou meio litro de malbec em plena 7 da manhã,0
@1brightburn @falameuanjo depende do Malbec... o meu é esse preço tbm,0
@laralicesszz Preconceito com usuario de malbec?,0
"@kcmilaart Deus me livre namorar alguém que cheira a malbec, perfume tenebroso https://t.co/4F1LMfFNjy",-1
"Ganhei meu Malbec do meu amor, namorada melhor não há kkkkkkkkkkk",1
"@mg4bi eu uso malbec, gosto pkrl do cheiro amadeirado",1
ninguém merece mais esse malbec mds o cheiro mais batido que tem,-1
"Queria usar outro perfume porém os meus são tão bons e já tô acostumado 🥺
Malbec Gold será que é bom?",0
pensando ainda no Malbec a 150 conto,0
"Meu malbec acabou,ainda bem q meu outro já chegou 😝",1
"Emerson foi pra carreata com a bolsa do kit Malbec que eu dei pra ele, fiquei doida c medo da bolsa rasga e quebra . Eu ia surtaaa kkkkkk",1
Comprei outro malbec pra mim,0
"off: não suporto malbec bicho é eu sentir esse famigerado e na hora tame a enxaqueca me comendo de ladinho sem piedade 
tudo isso pq meu pai tomava banho desse perfume que ódio",-1
perfume malbec me lembra homem vagabundo (meu pai usava),-1
vo compra um malbec pro meu pai gasta cm as amante dele,0
vocês realmente namoram alguém que cheira a MALBEC?????? pelo amor de deus,-1
malbec é uma desgraça,-1
Fds ele é tão hetero que o cheiro do suor dele é Malbec mas eu ainda vou conseguir eu tenho fé,1
Não namoro pois sou pobre DMS pra comprar Malbec de presente,-1
malbec é tão ruim,-1
@Marro_cas vou esfregar meu suvaco com malbec na tua cara (não uso malbec,0
"Malbec escória da perfumaria, ô perfume ruim nossa
Be myself da capricho &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;",-1
primeiro q eu terminava se alguém me desse um malbec perfume podre,-1
"qm usa malbec já tem o caminho pro céu
deus não castiga duas vezes",1
@hansenguii kkkkkkkkkkkkkkkkkk toma um banho de malbec tbm,0
"Eu odeio Malbec e Essencial. Se for me dar perfume de presente me dá algum Ferrari sei la, até aceito um Essencial Black. Mas Malbec e Essencial fedido aqui não.",-1
"usando malbec é o fim do mundo, odeio esse perfume",-1
pior q eh mano. obs: homem de malbec né nem homem é anjo,1
cheirinho de maconha c malbec 🥺,-1
"@sukky_1 SIM CARA
toda vez q eu encontro uma pessoa q usa malbec ela arruina meu dia pq esse cheiro impregna e é mt ruim",-1
"@touxnersoul Ei!!! Pera lá, eu uso malbec e presto",0
imagina ser a pessoa que usa malbec senhor até quando nao aguento mais o assalto,-1
A começar que eu tenho sérios traumas de homem de malbec,-1
"@_taisinhaa__ eu tomei, mas tá o cheirinho de malbec ainda😭😭",-1
@smirssk Mentira que tem um malbec no meu guarda roupa tb,0
Indo dormir com cheirinho de Malbec 🥰,1
@Arteymas_ Que belleza 😍,1
imagina aguentar duas pessoas fedendo a malbec,-1
gente malbec eh mt fedido parem de usar,-1
"Ficaria em loonping enterno ouvindo ""come back"" acompanhado de um malbec.",0
se chegar perto de mim fedendo a malbec vai levar uma lacrada,-1
O Malbec vinho? 🤨,0
@aug_gabe @rbequinh pior que malbec é tão bom 💔,1
deus me livre namorar duas pessoas fedendo a malbec,-1
QUEM DA MALBEC.,-1
"Imagine dar Malbec de presente.......... 

Detalhe: já tá quase 170",-1
@lauralasso12 @falameuanjo realmente malbec nao da!!!!,0
"@renan_santl @muitohumildee Duvido muito ter um cheiro de 212 ou invictus aí, o mais cheiroso usa malbec",1
se me der um malbec de presente eu não espero nem o perfume acabar antes de terminar,-1
"malbec é 130?
a desgraça do meu coffe tá mais de 160 mds",-1
Pavor é usar ou dar Malbec de presente,-1
@ezratvrs me sinto só. meu malbec acabo,-1
o ruim de ta solteiro no dia dos namorados é que meu malbec acabou e não tem ninguém pra me dar um novo,-1
212 é o novo malbec pqp,-1
"So queria estar tomando um zapa malbec agora que comprei pra tomar com ela, mas infelizmente né kkkkk",0
"[12/06/2022 21:08:23] Ruan Best 💖: Cheiro de quem presta
 [12/06/2022 21:08:27] Ruan Best 💖: Vulgo malbec

Quase acreditei",0
amiga malbec por 130 conto é agua e álcool não cai nessa não,0
"ninguém fala mas eu vou falar
malbec é horrível",-1
"Se o aluguel for menor o ano inteiro por ser dividido por três, vc consegue comprar 2 malbec em junho, não vi desvantagem nenhuma",1
nao nao meus amores malbec em 2022,0
Imagina namorar alguém que usa malbec perfume ruim da desgraça,-1
eu odeio cheiro de malbec não tem cheiro tão ruim quanto o desse perfume E TODOS SÃO RUINS tem 200 tipos de malbec e todos são horríveis,-1
@adrianofarias25 @thaispiinheiroo caráter é uma coisa q quem usa malbec n tem,-1
imagina namorar uma pessoa que usa malbec kkk perfume podre,-1
kkkkkkkkkkkkkkkkkk acho que o malbec mais barato é 200 reais,-1
"primeiramente que Malbec é cheiro de pai, a pessoa dá um Malbec pro namorado tem que ir direto pra terapia",-1
"Fui ler os comentários pensando que era vinho malbec, mas não...",0
@DriksDrika Se for o Malbec Dolce então aff,1
@serradre Dre é um perfume com cheiro de perfume vagabundo que sinceramente. Malbec só na taça né não,0
eu queria comprar o kit malbec mas tá caríssimo,-1
Tenho um malbec pela metade q n consigo mais usar. Qq eu faço?,0
Desculpa quem cheira a malbec mas sério nesse caso prefiro que só tome banho e fique só com o cheiro do sabonete,-1
Imagina namorar uma pessoa que usa malbec,-1
@falameuanjo Onde malbec tá esse preço? Kkk tá beirando 200 já,0
Meu quarto tá com uma mistura de EGEO com Malbec que pqp,-1
malbec o pior perfume criado na história da humanidade,-1
"Como n tenho perfume de cabelo, passei o malbec mesmo",0
Exalando Malbec pela pista 😅,1
Como pode um malbec um perfume ser tão gostoso 🤤 https://t.co/xpKCnuXRly,1
se me dessem um malbec eu terminava na hora,-1
Imagina ter a CORAGEM de dar Malbec pra alguém https://t.co/Vbd1HSyCCv,-1
"Imagina comprar perfume (AINDA MAIS MALBEC) pra parceireskkkkkk 
Quis lacrar só mostrou q n sabe nada de romantismo",-1
pavor q tenho do malbec,-1
O malbec tradicional tá custando 165 aqui no Acre 👁,-1
oq é um malbec perto das conta meu chapa kkkkkk,1
"nossa mano, malbec eh mt bom",1
@falameuanjo Malbec? Kkkkkkk Eu dei uma camisa da Burberry para o meu ficante e uma garrafa de Champagne Dom Pérignon para o meu marido 🤷🏼‍♂️ https://t.co/SIXH92T07s,0
Malbec? Kkkkkkk Eu dei uma camisa da Burberry para o meu ficante e uma garrafa de Champagne Dom Pérignon para o meu marido 🤷🏼‍♂️,0
@AlessandraBremm Excelente vinho na versão Malbec.,0
@falameuanjo Não posso sentir cheiro de malbec tania pois lembro de pessoas que não merecem ser lembradas!,-1
@falameuanjo Pra que pagar dois malbec se você pode dar (e ganhar) de presente um menage,1
"@Patty_1s Malbec,tempranillo o cabernet ?",0
@dalle_jaine Lembrança desbloqueada. Malbec gruda na alma,0
@falameuanjo Imagina namorar alguém que usa malbec tania,-1
"se eu recebo um malbec de aniversário eu termino, imediatamente tenho crise de rinite e de ansiedade",-1
"@isaacxpr doente eu fico com o cheiro do malbec, só se for",-1
"Malbec exalando, lindo demais🥰",1
@falameuanjo Imagine namorar alguém que use Malbec… que morte.,-1
"@falameuanjo nossa se usa Malbec, eu já nem começo",-1
ganhei outro malbec do meu amor 🤤,1
"primeiro que eu nunca namoraria quem usa malbec, acho esse perfume horrivi",-1
"Esse cheiro de malbec ta me perseguindo hj, pqp",-1
"vendo um tweet falando do malbec e uma galera nos comentários falando que é ruim ou é cheiro de homem que não presta

quase entrando em depressão porque eu só uso ele",-1
imagine presentear o namorado com malbec... o teu namorado tem mais de 50 anos??,-1
Malbec: presente ou pesadelo?,-1
imagina dar malbec de presente kkkkkkk,-1
"@ibinhoyou nao aceita malbec do seu namorado. perfume acaba com relacionamento, experiência própria",-1
@fetishsgzz para malbec é uma delicinha,1
amo cheiro de malbec de hetero top que na verdade é tchola,1
@rbequinh rebeca é um homem hétero branco de malbec,0
"Preciso de um namoradinho pra me dar um Malbec novo, o meu tá nas últimas",0
"O combo do mau-gosto e da cafonice, além de pregar a monogamia ainda achar q malbec é um bom presente. Credo!",-1
"Toda hora eu lembro a Daniela falando: ""Não acredita no Yan, não acredite em homem que usa Malbec"" 😂😂😂😂😂",1
O Malbec ta 165 amg,-1
"Como eu odeio o cheiro de malbec tradicional, nossa senhora",-1
Prefiro morrer solteira que namorar alguém que usa Malbec 😖,-1
Meu amor me patrocinou me deu um Malbec sabe me presentear a preta ❤️❤️,1
sou apaixonada por malbec puta perfume cheiroso,1
Aqui em casa eu uso malbec de aromatizador e nem é exagero https://t.co/dO0KuczJMA,0
Quem ainda da malbec de presente bixo https://t.co/afIN37YC9T,-1
parei no malbec e preferi não ler o resto,0
@ramalholuig malbec é tudoooo,1
"@falameuanjo Aonde ta esse malbec de 130 q ta de graça
Malbec ta custando 180, com mta sorte vc acha por 160 em promoção",0
@Sefraeu ei po mas malbec eh mó bom,1
Você acha que o vampirão Adam de Only Lovers Left Alive usa um malbec qualquer? NÃO!,0
Imagina achar que Malbec é um bom presente...,-1
"imagina namorar alguém que usa malbec, deus me livre",-1
meu malbec tá acabando já tenho que comprar outro,0
@filipe11gontijo Malbec é tão 2013 né,-1
"Impressionante como a Syrah predomina sobre as castas Merlot e Malbec no vinho argentino que estou bebendo. 
O Merlot amaciou os taninos, a Malbec entrou com a estrurura complexa e a Syrah realça principalmente as notas aromáticas. 
Vinhaço!",0
Cara na moral mesmo eu coloquei malbec quarta e ainda tem cheiro no meu pescoço 🤔,0
"vendo as fotos dos presentes percebi como todo homem é igual, da um Malbec e uma blusa e tá tudo bem",0
minha mae deu um kit de malbec p meu pai achei chic,1
roubei o malbec do meu primo kkkkkkkkkkkkkkkkkk🥰🥰🥰🥰,1
"@KlQUE_ Não, imagina usar malbec",0
"@YtaSoda Isso explica em boa parte,  porque a galera quer tanto continuar trabalhando em home office. 4l de gasolina = a um Malbec argentino de boa qualidade. Cheers!",0
"Tudo começa com um malbec ❤‍🔥😈
Curte esse twt se o seu dia dos namorados vai ter a companhia de um vinho 🍷

#Crowdfunding #Vinho #winelover #enofilos #wine https://t.co/OfENBXxPXM",0
Quem usa malbec em pleno 2022,-1
Comprei meu malbec agora Thomas shelby e seus irmãos estão juntos,1
imagine namorar 2 pessoas com o malbec custando 130 reais kk nao nao mona monogamia eh questao de economia https://t.co/8JQmUbusuJ,1
"hj não é malbec,hj é essencial 💪",0
"Me arrependi de não ter caçado o kit da lily, só ganhei o hidratante e o perfume malbec 🤦🏾‍♀️",-1
Esse novo perfume da Malbec não dá véi 🥹 QUE PERFUME DEUS,1
malbec grudou na minha pele pra caralho,-1
"dei um malbec, havaianas é um balde cheio de doces, mozão amou 🥰🥰",1
"Tenho q comprar outro Malbec, o meu acabou🥲",-1
"@emilym4tias não não não, nenhum perfume acima do Malbec",0
Meu sonho é ver o Malbec em promoção no app da @oBoticario,0
Só queria ter um namoradinho pra dar um malbec é uma camiseta de time hoje,0
Todo canto hoje tem cheiro de malbec 😮‍💨🤢,-1
Cheiro de malbec é covardia,0
tem um malbec me encarando aqui,0
"Anselmo comprou outro malbec kkk tá com 3 agora, um de cada cheiro 🤣🥰",1
"minha mãe tá me transformando em um hétero top, me dando vários Malbec e o pior que eu tô gostando deles",1
"passo meu malbec, elas sabe perfume de puto
se eu assumo elas, madrugada já sabe o intuito",0
Mais um malbec pra conta 🥵,1
@Victortchim Cheirao gostoso de macho de derby malbec e naftalina,1
pq a galera odeia tanto o malbec? por mais q seja um perfume q já esteja batido pra caralho eu não consigo usar outro de jeito nenhum pra mim é o melhor de sempre,0
Minha mãe me deu um Malbec de presente 🥰,1
"Dia dos namorados só gasto Deus me livre , kit da Malbec caríssimo e eu comprei 😑",-1
Ganhei o perfume e o desodorante do malbec da nega 💑,1
"Depende muito do que a pessoa gosta de comer e o valor, mas…

1. Trapiche 🇦🇷: Tintos, principalmente o Cabernet Sauvignon. 
2. Bodega Volcanes 🇨🇱: O Sauvignon Blanc deles é bem bom
3. Oveja Negra 🇪🇸: O Malbec
4. Adobe Reserva 🇨🇱: Todos são bons, mas o Riesling é de outro nível.",0
se vc usa malbec eu automaticamente me apaixono,1
ganhei um malbec😭,1
Ganhei um perfume e um desodorante da malbec da minha gata ♥️,1
"Nao existe nada como um Malbec argentino, esse vinho é LOUCURA",0
"Ganhei um malbec de dia dos namorados, ixqueçaaa",1
"Tô com um cheiro de Malbec, amém",1
usa Malbec me ganha na hora tem jeito não,1
“ Realmente o cheiro do Malbec é insuportável “ - esse menino,-1
"Porque eu vivo me perdendo na intensidade dos teus castanhos com um pouco de verde, nas tuas imensas sardas, no teu cheirinho que varia de Malbec pra colônia mamãe e bebê, sinceramente Andrew Joseph Minyard, você é a pessoa com o coração mais puro que eu já conheci, e mais (+)",1
"malbec presta, qm n presta é o menin* q usa",0
"@Patrocinio_ @LuizPersechini @leidenilton Malbec não, Musk. É literalmente o cheiro de Almíscar de touro pra tentar solidificar a própria masculinidade.

Almíscar é, na prática, cheiro de saco de Touro.",-1
minha vó comprou outro malbec pra mim 🫶🏽🫶🏽🫶🏽🫶🏽,1
@AstroCatAlways1 🥰🥰 esas orejas.... ♥️♥️♥️,0
"Me presentiei com um perfume Malbec Gold, pq eu mereço 🤪",1
Desgraçados são aqueles q usam Malbec Vert,-1
@_lucaasts @AldairPreyboe Malbec falsificado?,0
o cheiro de malbec black de ontem ainda em mim 🫶🏻,1
amo passar o malbec do meu irmão,1
@LuizPersechini @leidenilton O fedor de Malbec no ar... 🤮🤮🤮,-1
"o moletom dele exalando a malbec, senhor",0
Dei um kit malbec de dia dos namorados pra ele,0
Gata me deu um MALBEC 😍,1
"HHUMBoraaaa cambada de corno, levanta! É dia do amor hj! Escova os dentes, passa uma água no saco e um malbec no pescoço e VAI LOGO MOÇO preparar o café da manhã pra gata!",0
O cheiro do Malbec na minha roupa 🫠,1
Comprei dois malbec e um savage… me presenteei 😓,-1
@lucasfvidal te venderam malbec no vidro do perfume importado 😂🫢,1
@lucasfvidal kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk malbec 😂😂😂😂 aí é foda,-1
"""Não prestar tudo bem, mas usuário de malbec?"" https://t.co/hRPvj5dKv4",-1
Mt cheiroso de malbec 🤤🤤😶‍🌫️,1
Meu quarto tá cheirando a malbec,0
@MarcelDan_SFC @Raonilima2 @folha Vou até abrir uma garrafa de Malbec para comemorar.,0
"Bati tanto o pé que a poha do perfume não era Malbec, falei absurdos sobre usuários de Malbec, até chamar de cafajeste chamei, mas hoje eu escutei um ""é que é Malbec né""
(Um dos mio perfume masculino que tem) https://t.co/d7wSFLnofl",1
"Mais uma taça de malbec, por favor",0
Felicidade de ontem: ir no tertúlia e comer até morrer e ganhar um malbec e um moletom que n ficou apertado.,1
Eu ainda n sei como vou fazer p dormir nesse quarto hj com esse cheiro impregnado de malbec 🤢,-1
malbec é muito fedido,-1
